(40, 97),(40, 93),[]
(60, 98),(62, 95),[]
(96, 53),(76, 53),[(88, 61)]
(85, 51),(88, 52),[]
(78, 43),(76, 53),[]
(75, 78),(80, 77),[]
(73, 52),(76, 52),[]
(80, 77),(91, 71),[]
(92, 76),(94, 73),[]
(85, 80),(82, 76),[]
(68, 78),(73, 75),[]
(68, 51),(73, 52),[]
(98, 69),(96, 66),[]
(36, 85),(34, 90),[]
(78, 62),(71, 62),[]
(72, 81),(75, 78),[]
(92, 81),(85, 80),[]
(98, 64),(94, 67),[]
(88, 52),(93, 56),[]
(79, 71),(76, 72),[]
(45, 85),(48, 89),[]
(78, 62),(81, 61),[]
(81, 45),(78, 45),[]
(73, 47),(77, 47),[]
(73, 75),(75, 78),[]
(99, 53),(96, 53),[]
(92, 76),(88, 80),[]
(80, 81),(80, 77),[]
(34, 90),(36, 94),[]
(65, 96),(58, 93),[]
(94, 67),(90, 67),[]
(77, 66),(73, 62),[]
(96, 74),(91, 71),[]
(84, 46),(81, 45),[]
(38, 90),(38, 93),[]
(77, 66),(80, 68),[]
(67, 93),(65, 96),[]
(76, 72),(73, 75),[]
(45, 96),(42, 92),[]
(98, 80),(92, 81),[]
(99, 77),(99, 74),[]
(83, 68),(90, 68),[]
(87, 77),(87, 80),[]
(82, 53),(82, 45),[]
(58, 93),(55, 87),[]
(70, 48),(70, 51),[]
(62, 88),(60, 85),[]
(98, 57),(98, 53),[]
(91, 71),(88, 61),[]
(92, 51),(91, 54),[]
(66, 87),(65, 83),[]
(68, 54),(68, 51),[]
(73, 68),(69, 65),[]
(98, 57),(97, 60),[]
(73, 68),(77, 72),[]
(99, 74),(96, 74),[]
(58, 93),(69, 81),[]
(83, 71),(83, 68),[]
(87, 77),(87, 73),[]
(69, 81),(72, 81),[]
(81, 61),(83, 58),[]
(92, 64),(98, 64),[]
(68, 72),(71, 76),[]
(83, 71),(83, 75),[]
(48, 95),(45, 96),[]
(88, 48),(86, 51),[]
(82, 53),(81, 56),[]
(69, 65),(77, 54),[]
(97, 60),(98, 64),[]
(80, 68),(79, 71),[]
(86, 69),(90, 69),[]
(70, 57),(73, 59),[]
(73, 44),(73, 47),[]
(83, 68),(80, 68),[]
(92, 64),(89, 64),[]
(51, 98),(48, 95),[]
(56, 97),(60, 98),[]
(85, 65),(89, 65),[]
