(13, 18),(9, 14),[]
(22, 15),(29, 15),[]
(49, 18),(43, 24),[]
(29, 29),(32, 27),[]
(31, 2),(33, 15),[(30, 7)]
(31, 33),(34, 32),[]
(36, 27),(33, 28),[]
(36, 72),(37, 69),[]
(10, 35),(9, 32),[]
(26, 1),(23, 2),[]
(12, 21),(13, 18),[]
(40, 34),(43, 24),[]
(36, 24),(36, 27),[]
(33, 76),(28, 76),[]
(37, 69),(37, 65),[]
(20, 32),(17, 32),[]
(43, 24),(33, 15),[]
(8, 32),(15, 30),[]
(34, 68),(37, 68),[]
(23, 21),(30, 28),[]
(20, 11),(20, 18),[]
(48, 15),(45, 15),[]
(28, 63),(31, 64),[]
(36, 24),(36, 18),[]
(34, 68),(30, 68),[]
(15, 30),(25, 26),[]
(47, 25),(45, 22),[]
(37, 30),(37, 27),[]
(36, 3),(36, 7),[]
(7, 20),(7, 16),[]
(33, 71),(36, 71),[]
(27, 19),(23, 15),[]
(33, 71),(29, 71),[]
(16, 19),(13, 18),[]
(39, 10),(36, 7),[]
(20, 11),(19, 7),[]
(36, 13),(33, 14),[]
(39, 74),(36, 72),[]
(30, 48),(31, 43),[]
(13, 2),(16, 3),[]
(7, 24),(10, 25),[]
(44, 11),(45, 14),[]
(28, 56),(30, 53),[]
(7, 29),(8, 32),[]
(29, 15),(32, 13),[]
(36, 59),(33, 59),[]
(15, 13),(14, 10),[]
(23, 2),(23, 6),[]
(26, 35),(26, 32),[]
(37, 0),(36, 3),[]
(39, 60),(36, 59),[]
(17, 33),(16, 30),[]
(14, 34),(13, 31),[]
(40, 14),(40, 21),[]
(20, 0),(23, 2),[]
(29, 45),(40, 34),[]
(13, 2),(9, 2),[]
(8, 1),(13, 10),[]
(40, 14),(39, 10),[]
(34, 44),(37, 44),[]
(7, 16),(10, 12),[]
(39, 56),(39, 53),[]
(39, 27),(42, 27),[]
(10, 25),(12, 21),[]
(15, 13),(15, 19),[]
(36, 7),(31, 9),[]
(31, 43),(33, 38),[]
(28, 40),(31, 42),[]
(17, 25),(19, 28),[]
(39, 53),(35, 53),[]
(27, 12),(27, 7),[]
(14, 26),(17, 25),[]
(8, 9),(10, 12),[]
(27, 12),(27, 15),[]
(20, 18),(22, 15),[]
(44, 17),(47, 20),[]
(34, 32),(33, 28),[]
(37, 65),(32, 63),[]
(31, 37),(38, 40),[]
(16, 3),(18, 7),[]
(36, 76),(33, 76),[]
(24, 10),(20, 10),[]
(20, 6),(30, 7),[]
(10, 12),(20, 6),[]
(30, 53),(34, 54),[]
(25, 26),(35, 17),[]
(45, 14),(44, 17),[]
(37, 30),(37, 40),[]
(23, 21),(20, 18),[]
(24, 10),(27, 10),[]
(33, 28),(30, 22),[]
(20, 32),(33, 32),[]
(27, 19),(29, 22),[]
(39, 27),(36, 27),[]
