(48, 6),(40, 15),[]
(29, 30),(34, 41),[]
(36, 36),(33, 38),[]
(48, 12),(43, 12),[]
(30, 27),(29, 30),[]
(31, 23),(34, 22),[]
(70, 34),(69, 31),[]
(34, 7),(47, 7),[]
(71, 11),(64, 11),[]
(55, 9),(65, 9),[]
(33, 28),(30, 28),[]
(63, 6),(66, 7),[]
(56, 18),(60, 18),[]
(29, 43),(40, 39),[]
(52, 22),(52, 18),[]
(27, 38),(31, 35),[]
(67, 19),(67, 22),[]
(48, 12),(51, 12),[]
(70, 15),(74, 15),[]
(29, 9),(41, 16),[]
(29, 16),(32, 11),[]
(73, 22),(62, 22),[]
(41, 32),(37, 30),[]
(66, 7),(64, 11),[]
(39, 10),(38, 14),[]
(31, 6),(29, 9),[]
(67, 15),(63, 15),[]
(62, 32),(51, 32),[]
(60, 7),(63, 6),[]
(73, 29),(70, 27),[]
(71, 7),(74, 9),[]
(48, 17),(42, 17),[]
(36, 26),(37, 30),[]
(62, 27),(66, 27),[]
(69, 31),(66, 31),[]
(48, 17),(52, 18),[]
(36, 26),(36, 18),[]
(40, 20),(42, 17),[]
(41, 32),(46, 37),[]
(64, 11),(59, 11),[]
(62, 32),(66, 32),[]
(34, 7),(31, 6),[]
(52, 22),(52, 25),[]
(70, 27),(66, 27),[]
(27, 22),(30, 22),[]
(75, 34),(73, 29),[]
(62, 27),(50, 27),[]
(39, 26),(42, 26),[]
(48, 32),(51, 32),[]
(52, 18),(56, 18),[]
(34, 22),(37, 14),[]
(56, 6),(56, 9),[]
(51, 9),(48, 6),[]
(38, 43),(38, 40),[]
(63, 15),(60, 15),[]
(40, 20),(36, 24),[]
(74, 9),(73, 22),[]
(59, 11),(61, 22),[]
(27, 26),(30, 26),[]
(66, 34),(66, 22),[]
(27, 13),(30, 14),[]
(71, 11),(74, 11),[]
(53, 6),(53, 9),[]
(58, 34),(52, 34),[]
(39, 26),(36, 26),[]
(39, 36),(39, 39),[]
(51, 12),(51, 9),[]
(39, 36),(39, 31),[]
(40, 39),(52, 35),[]
(46, 28),(50, 28),[]
(42, 26),(46, 22),[]
(34, 45),(33, 42),[]
(62, 22),(41, 16),[(50, 26)]
(37, 30),(31, 34),[]
(27, 34),(30, 33),[]
(52, 35),(50, 26),[]
(29, 47),(29, 43),[]
(70, 15),(67, 15),[]
(33, 28),(36, 28),[]
(55, 9),(51, 9),[]
(30, 27),(30, 15),[]
(56, 13),(59, 13),[]
